Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,Is AIO,Next Part ID In Combo,Exclude From Random Jobs,DLC2 Random Jobs,Chipset Series Sort,Asset Path,Full Part Name
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,MSI,GeForce GTX 970 GAMING 4G Golden Edition,,Y,2255,285,95,3,85,1.0,,White,4,858,1279,1525,1700,1306,1753,2000,2200,277,148,SLI,2.0,95,20,8-pin + 6-pin,,12.1,12.0,3441,6681.0,1.9415867480383608,4123.0,7957.0,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0.0,1.78075,0.030307,0.0,-0.83255,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_970G4G_GoldEdition,MSI GeForce GTX 970 GAMING 4G Golden Edition
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,MSI,GeForce GTX 970 GAMING LE 100ME,,Y,2158,275,92,3,1,1.0,,White,4,732,1216,1525,1700,1306,1753,2000,2200,277,148,SLI,2.0,95,20,8-pin + 6-pin,,11.9,12.0,3286,6354.0,1.9336579427875837,4123.0,7957.0,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0.0,1.78075,0.030307,0.0,-0.83255,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_970GLE100ME,MSI GeForce GTX 970 GAMING LE 100ME
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,Shean,GeForce GTX 970 GAMER,,Y,2100,265,88,1,1,1.0,,,4,656,1178,1525,1700,1306,1753,2000,2200,147,148,SLI,1.5,95,20,,,12.0,12.0,3193,6157.0,1.928280613842781,4123.0,7957.0,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0.0,1.78075,0.030307,0.0,-0.83255,,,,,,,,,102,Prefabs/Generic/GPU,Shean GeForce GTX 970 GAMER
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,Shean,GeForce GTX 970 GAMER XL,,Y,2197,280,93,1,1,1.0,,,4,782,1241,1525,1700,1306,1753,2000,2200,147,148,SLI,1.5,95,20,,,12.0,12.0,3348,6484.0,1.936678614097969,4123.0,7957.0,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0.0,1.78075,0.030307,0.0,-0.83255,,,,,,,,,102,Prefabs/Generic/GPU,Shean GeForce GTX 970 GAMER XL
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,ZOTAC,GeForce GTX 970 AMP Extreme,Y,Y,2293,315,110,4,15,,,RGB,4,600,1300,1725,2000,1060,1780,2250,2500,277,185,SLI,2.5,97,25,8-pin + 8-pin,GTX,12.1,12.1,3501,6790.0,1.9815867480383609,4123.0,7957.0,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0.0,1.78075,0.030307,0.0,-0.83255,,,,,,,,,102,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1070_AmpExtreme,ZOTAC GeForce GTX 970 AMP Extreme
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980,MSI,GeForce GTX 980 GAMING 4G LE,,Y,2654,350,117,3,1,1.0,,White,4,806,1253,1525,1700,1306,1753,2000,2200,279,165,SLI,2.0,95,20,8-pin + 6-pin,,11.6,11.5,4051,7915.0,1.9538385583806468,4903.0,9633.0,0.019121,0.000676,1.405064,0.018016,0.000474,-0.30466,0.034122,0.007068,-2.88329,0.0327,0.004327,-3.71863,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_980G4GLE,MSI GeForce GTX 980 GAMING 4G LE
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980,Shean,GeForce GTX 980 GAMER,,Y,2584,340,113,3,50,1.0,,,4,732,1216,1525,1700,1306,1753,2000,2200,147,165,SLI,1.5,95,20,,,11.6,11.5,3938,7712.0,1.958354494667344,4903.0,9633.0,0.019121,0.000676,1.405064,0.018016,0.000474,-0.30466,0.034122,0.007068,-2.88329,0.0327,0.004327,-3.71863,,,,,,,,,102,Prefabs/Generic/GPU,Shean GeForce GTX 980 GAMER
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980,Shean,GeForce GTX 980 GAMER XL,,Y,2704,375,125,3,66,1.0,,,4,858,1279,1525,1700,1306,1753,2000,2200,147,165,SLI,1.5,95,20,,,11.0,11.0,4130,8058.0,1.951089588377724,4903.0,9633.0,0.019121,0.000676,1.405064,0.018016,0.000474,-0.30466,0.034122,0.007068,-2.88329,0.0327,0.004327,-3.71863,,,,,,,,,102,Prefabs/Generic/GPU,Shean GeForce GTX 980 GAMER XL
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,ASUS,ROG Strix GeForce GTX 980 Ti OC Edition,Y,Y,3555,515,163,4,80,,,RGB,6,670,1285,1650,1900,1066,1783,2250,2500,298,255,SLI,2.5,95,20,8-pin + 8-pin,GTX,11.0,11.0,5437,10677.0,1.9642026627218936,6207.0,12268.0,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,,,,,,,,,102,Prefabs/GPU/ASUS/ASUS_1080Ti_OC,ASUS ROG Strix GeForce GTX 980 Ti OC Edition
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,GIGABYTE,AORUS GeForce GTX 980 Ti XTREME 6G,Y,Y,3638,545,210,5,35,,,RGB,6,730,1315,1700,1900,1010,1805,2315,2600,290,265,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,5566,10926.0,1.9682026627218936,6207.0,12268.0,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,,,,,,,,,102,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce GTX 980 Ti XTREME 6G
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,MSI,GeForce GTX 980 Ti GAMING 6G,,Y,3537,490,163,4,60,1.0,,White,6,958,1279,1450,1600,1348,1774,2000,2200,277,250,SLI,2.0,95,20,8-pin + 6-pin,,11.0,11.0,5408,10617.0,1.9632026627218935,6207.0,12268.0,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_980TiG6G,MSI GeForce GTX 980 Ti GAMING 6G
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,MSI,GeForce GTX 980 Ti GAMING 6G GOLDEN EDITION,,Y,3566,495,165,4,30,1.0,,White,6,982,1291,1450,1600,1348,1774,2000,2200,277,250,SLI,2.0,95,20,8-pin + 6-pin,,11.0,11.0,5454,10696.0,1.9611294462779612,6207.0,12268.0,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_980TiG6G_GoldEdition,MSI GeForce GTX 980 Ti GAMING 6G GOLDEN EDITION
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,MSI,GeForce GTX 980 Ti GAMING 6G LE,,Y,3129,435,145,4,1,1.0,,White,6,528,1114,1450,1700,1306,1753,2000,2200,277,250,SLI,2.0,95,20,8-pin + 6-pin,,11.0,11.0,4764,9475.0,1.9888748950461796,6207.0,12268.0,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,,,,,,,,,102,Prefabs/GPU/MSI/MSI_GTX_980TiG6GLE,MSI GeForce GTX 980 Ti GAMING 6G LE
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,RED Digital Cinema,ROCKET (GeForce GTX 980 Ti),Y,Y,0,247,82,4,30,,,,6,1192,1296,1321,1400,1658,1779,1804,1900,147,175,SLI,1.5,95,20,,,11.0,11.0,0,0.0,1.9611294462779612,6207.0,12268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,102,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (GeForce GTX 980 Ti)
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,RED Digital Cinema,ROCKET-X (GeForce GTX 980 Ti),Y,Y,0,297,99,4,30,,,,6,1192,1296,1300,1400,1658,1779,1800,1900,280,200,SLI,2.0,95,20,8-pin + 6-pin,,11.0,11.0,0,0.0,1.9611294462779612,6207.0,12268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,102,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (GeForce GTX 980 Ti)
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,ZOTAC,GeForce GTX 980 Ti AMP Extreme,Y,Y,3821,570,225,5,15,,,RGB,6,470,1335,1900,2200,870,1835,2415,2800,325,300,SLI,2.5,97,25,8-pin + 8-pin,GTX,11.0,11.0,5742,11844.0,1.9611294462779612,6207.0,12268.0,0.0249,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.044502,0.019067,-9.40513,0.038448,0.013844,-13.9455,,,,,,,,,102,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1080TI_AmpExtreme,ZOTAC GeForce GTX 980 Ti AMP Extreme
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Acetal,Y,,3969,580,318,19,45,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2.0,95,25,8-pin + 6-pin,GTX,8.8,,5968,12316.0,1.9614081780788772,,,0.0249,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.044502,0.019067,-9.40513,0.038448,0.013844,-13.9455,2150.0,2500.0,4.5,5.0,,,,,102,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Silver,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Acetal
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Plexi,Y,,3969,580,318,19,15,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2.0,95,25,8-pin + 6-pin,GTX,8.8,,5968,12316.0,1.9614081780788772,,,0.0249,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.044502,0.019067,-9.40513,0.038448,0.013844,-13.9455,2150.0,2500.0,4.5,5.0,,,,,102,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Clear,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Plexi RGB,Y,,3969,610,325,19,30,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2.0,95,25,8-pin + 6-pin,GTX,8.8,,5968,12316.0,1.9614081780788772,,,0.0249,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.044502,0.019067,-9.40513,0.038448,0.013844,-13.9455,2150.0,2500.0,4.5,5.0,,,,,102,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_RGB,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,GTX 1000,GeForce GT 1030,EVGA,GeForce GT 1030 SC,,Y,661,75,25,5,1,1.0,,,2,1288,1544,1680,1800,1004,1502,1800,2000,169,30,,1.5,95,20,,,13.3,13.0,1000,0.0,,1124.0,0.0,0.002248,0.001908,0.273974,0.002101,0.001258,0.528569,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GTX_1030_SC,EVGA GeForce GT 1030 SC
GPU,NVIDIA GeForce,GTX 1000,GeForce GT 1030,GIGABYTE,GeForce GT 1030 OC 2G,,Y,661,75,25,5,50,1.0,,,2,1288,1544,1680,1800,1004,1502,1800,2000,168,30,,1.0,95,20,,,13.3,13.0,1000,0.0,,1124.0,0.0,0.002248,0.001908,0.273974,0.002101,0.001258,0.528569,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_GTX1030,GIGABYTE GeForce GT 1030 OC 2G
GPU,NVIDIA GeForce,GTX 1000,GeForce GT 1030 SLI,EVGA,GeForce GT 1030 SLI,Y,Y,673,100,35,7,50,,,,2,1220,1560,1780,1900,700,1550,2100,2400,169,35,SLI,1.5,95,25,,,13.0,13.0,1018,4303.0,1.947889182,1124.0,2124.0,0.002248,0.001908,0.273974,0.002101,0.001258,0.528569,0.017133,0.0,2.0,0.014198,0.0,2.0,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GTX_1030_SC,EVGA GeForce GT 1030 SLI
GPU,NVIDIA GeForce,GTX 1000,GeForce GT 1030 SLI,GIGABYTE,GeForce GT 1030 OC SLI,Y,Y,690,110,45,7,75,,,,2,1320,1610,1800,1900,630,1565,2150,2500,169,40,SLI,1.0,96,25,,,13.0,13.0,1042,4430.0,1.9478992,1124.0,2124.0,0.00226,0.00191,0.273974,0.002105,0.001258,0.528569,0.017133,0.0,2.0,0.014198,0.0,2.0,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_GTX1030,GIGABYTE GeForce GT 1030 OC SLI
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050,GIGABYTE,GeForce GTX 1050 Windforce OC 2G,,Y,1019,120,40,1,1,1.0,,,2,962,1531,1850,2100,1404,1752,1950,2100,229,75,,2.0,95,20,6-pin,,13.0,13.0,1556,0.0,,1944.0,0.0,0.007992,0.00044,-2.8124,0.006501,0.000376,-1.73724,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_Windforce_GTX1050,GIGABYTE GeForce GTX 1050 Windforce OC 2G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050,MSI,GeForce GTX 1050 GAMING 2G,,Y,969,120,40,1,1,1.0,,RGB,2,836,1468,1850,2100,1404,1752,1950,2100,229,75,,2.0,95,20,6-pin,,12.3,12.5,1481,0.0,,1944.0,0.0,0.007992,0.00044,-2.8124,0.006501,0.000376,-1.73724,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/MSI/GTX1050,MSI GeForce GTX 1050 GAMING 2G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050,MSI,GeForce GTX 1050 GAMING X 2G,,Y,1019,125,42,1,1,1.0,,RGB,2,962,1531,1850,2100,1404,1752,1950,2100,229,75,,2.0,95,20,6-pin,,12.4,12.5,1556,0.0,,1944.0,0.0,0.007992,0.00044,-2.8124,0.006501,0.000376,-1.73724,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/MSI/GTX1050,MSI GeForce GTX 1050 GAMING X 2G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,ASUS,ROG Strix Geforce GTX 1050 Ti OC Edition,Y,Y,1385,175,60,1,50,,,RGB,4,886,1493,1850,2100,1304,1752,2000,2200,194,75,,2.0,95,20,6-pin,,12.4,12.5,2075,0.0,,2486.0,0.0,0.00654,0.00113,2.110894,0.006342,0.000667,1.008064,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/ASUS/ASUS_ROG_STRIX_RX_560_OC,ASUS ROG Strix Geforce GTX 1050 Ti OC Edition
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,EVGA,GeForce GTX 1050 Ti FTW GAMING,,Y,1384,165,55,1,1,1.0,,,4,886,1493,1850,2100,1304,1752,2000,2200,257,75,,2.0,95,20,6-pin,,12.6,12.5,2073,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GeForceGTX1050_Ti_FTW_GAMING,EVGA GeForce GTX 1050 Ti FTW GAMING
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,EVGA,GeForce GTX 1050 Ti GAMING,,Y,1318,155,52,1,1,1.0,,,4,684,1392,1850,2100,1304,1752,2000,2200,145,75,,2.0,95,20,,,12.7,12.5,1966,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/EVGA/EVGA_GTX_1050Ti_Gaming,EVGA GeForce GTX 1050 Ti GAMING
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,GIGABYTE,GeForce GTX 1050 Ti Windforce OC 4G,,Y,1368,165,55,1,1,1.0,,,4,836,1468,1850,2100,1304,1752,2000,2200,229,75,,2.0,95,20,6-pin,,12.4,12.5,2046,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/GigaByte/GigaByte_Windforce_GTX1050Ti,GIGABYTE GeForce GTX 1050 Ti Windforce OC 4G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,MSI,GeForce GTX 1050 Ti GAMING 4G,,Y,1335,160,53,1,1,1.0,,RGB,4,734,1417,1850,2100,1304,1752,2000,2200,229,75,,2.0,95,20,6-pin,,12.5,12.5,1992,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/MSI/GTX1050,MSI GeForce GTX 1050 Ti GAMING 4G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,MSI,GeForce GTX 1050 Ti GAMING X 4G,,Y,1368,165,55,1,1,1.0,,RGB,4,836,1468,1850,2100,1304,1752,2000,2200,229,75,,2.0,95,20,6-pin,,12.4,12.5,2046,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/MSI/GTX1050,MSI GeForce GTX 1050 Ti GAMING X 4G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1050 Ti,ZOTAC,GeForce GTX 1050 Ti OC Edition,,Y,1393,165,55,1,40,1.0,,,4,912,1506,1850,2100,1304,1752,2000,2200,174,75,,1.5,95,20,,,12.6,12.5,2087,0.0,,2486.0,0.0,0.00654,0.001127,2.110894,0.006342,0.000657,1.008063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1050Ti_OC_Mini,ZOTAC GeForce GTX 1050 Ti OC Edition
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1060,ASUS,ROG Strix GeForce GTX 1060 OC Edition,,Y,2625,350,117,6,90,1.0,,RGB,6,1394,1847,2130,2300,1604,2052,2300,2500,298,120,,2.5,95,20,8-pin,,11.5,11.5,4018,0.0,,4701.0,0.0,0.012399,0.0033,-3.41774,0.011958,0.002489,-4.21902,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,103,Prefabs/GPU/ASUS/ASUS_Strix_1060_OC,ASUS ROG Strix GeForce GTX 1060 OC Edition
